product_name,status,baseline_month,coverage,confidence,baseline_price,model_baseline_price,predicted_price,price_delta_pct,predicted_volume,baseline_risk,baseline_risk_score,risk_score,risk
Cucumber,ok,month 10,india: sourced in 7/10 months; local: sourced in 10/10 months,india: reliable; local: reliable,74.78,68.53110667799305,68.42735253640633,-0.15139714885129552,279437.66000000003,Low,0.1597189199636946,0.17460572991246273,Low
Dragon_Fruits,ok,month 10,india: sourced in 9/10 months; local: sourced in 3/10 months,india: reliable; local: low-confidence,325.0,325.9693436735434,331.2285385128585,1.613401671471948,8772.888888888889,Medium,0.37572463963608926,0.3481456389839234,Medium
Fenugreek_Leaf,ok,month 10,india: never sourced (8 months present); local: sourced in 7/8 months,local: reliable,52.33,49.43693033536895,47.00724656572855,-4.9147140673135965,4505.142857142857,Low,0.333333332974359,0.333333332974359,Low
French_Bean,ok,month 10,india: sourced in 5/10 months; local: sourced in 10/10 months,india: reliable; local: reliable,108.91,100.45522416306558,100.12635760134029,-0.3273762658589585,190684.08000000002,Low,0.12643513686959262,0.12423376072920388,Low
Garlic_Dry,ok,month 10,india: sourced in 3/8 months; local: never sourced (8 months present),india: low-confidence,120.0,125.17315688475097,126.69919195889385,1.2191392404906187,6609.666666666666,Low,0.2084587630341297,0.1855415577239356,Low
Garlic_Green,ok,month 10,india: never sourced (10 months present); local: sourced in 9/10 months,local: reliable,70.0,67.99180559941159,66.80495827782404,-1.7455740601744263,5315.866666666667,Low,0.18575828504916314,0.18575828504916314,Low
Ginger,ok,month 10,india: never sourced (10 months present); local: sourced in 10/10 months,local: reliable,110.43,100.13202623472984,100.13202623472984,0.0,37314.92,Low,0.12045245831547016,0.12045245831547016,Low
Grapes,ok,month 10,india: sourced in 8/10 months; local: never sourced (10 months present),india: reliable,450.0,253.40370640597308,260.8922390407336,2.955178809722425,78884.625,Medium,0.4362254319342762,0.4362254319342762,Medium
Green_Peas,ok,month 10,india: sourced in 4/9 months; local: sourced in 7/9 months,india: reliable; local: reliable,110.87,108.48375213783001,95.74918873816871,-11.738682658654609,78447.92857142858,Low,0.11934678626078003,0.1596581781205051,Low
Green_Ve,ok,month 10,india: never sourced (9 months present); local: sourced in 9/9 months,local: reliable,52.55,49.06014131130096,49.06014131130096,0.0,52925.33333333333,Low,0.06410256403353058,0.06410256403353058,Low
Guava,ok,month 10,india: sourced in 9/10 months; local: sourced in 4/10 months,india: reliable; local: reliable,180.22,177.80352463985483,170.75338419962102,-3.9651297433580313,23643.711111111108,Low,0.11567562920853054,0.43721030523615206,Medium
Gundruk,ok,month 10,india: sourced in 2/9 months; local: sourced in 8/9 months,india: low-confidence; local: reliable,300.0,300.3835837007715,249.92664346849378,-16.797502583410363,125112.2,Low,0.33333333320611336,0.5519456577863545,Medium
Haluwabed,ok,month 10,india: sourced in 7/8 months; local: never sourced (8 months present),india: reliable,300.0,295.1520364365612,297.79570401481027,0.8956968788583097,5922.0,Medium,0.3994574879946361,0.3994574879946361,Medium
Jack_Fruit,ok,month 10,india: sourced in 5/7 months; local: sourced in 2/7 months,india: reliable; local: low-confidence,90.0,98.45227073261647,100.2024925721108,1.7777363858348272,19192.7,Medium,0.38086234982424305,0.279512304879563,Low
Khasa_Garlic_Dry,no_applicable_shock,month 10,india: never sourced (10 months present); local: never sourced (10 months present),,,,,,,,,,
Kiwi,ok,month 10,india: sourced in 4/10 months; local: sourced in 1/10 months,india: reliable; local: single-observation,350.0,327.4998558765411,329.34551759462244,0.5635610779557432,4678.0,Medium,0.5422708348897244,0.35412610964468444,Medium
Kurilo,ok,"month 9 (fallback, no month-10 data)",india: never sourced (8 months present); local: sourced in 2/8 months,local: low-confidence,450.0,436.35826360046883,436.35826360046883,0.0,81.6,Low,0.3024651503699516,0.4768488625082329,Medium
Lemon,ok,month 10,india: sourced in 10/10 months; local: sourced in 6/10 months,india: reliable; local: reliable,363.04,323.3555495177928,325.0807497415051,0.5335304207040981,114557.84999999999,Medium,0.5690802252343202,0.4307549247732079,Medium
